id;fpath;sentence;remove_start;remove_end;removed;type;original_removetype;original_removetype_cast;short_sent;cons_score;ual;la
3884;Train/tea_geofyysika.conllu;Ei piisa ühe konkreetse teadusharu materjali perfektsest valdamisest , vaid tuleb silmas pidada ka seoseid teiste teadusharude teadmistega .;82;88;silmas;bound;no;bound;Ei piisa ühe konkreetse teadusharu materjali perfektsest valdamisest , vaid tuleb pidada ka seoseid teiste teadusharude teadmistega .;100.0;100.0;100.0
3885;Train/aja_horisont2000_osa_4_ud211.conllu;Tartu Ülikooli kõrva- ja kurgukliinikusse sattudes vaatavad kliiniku juhataja või tema kolleegid järele sellegi , kas patsiendil tekkinud põletiku põhjus pole mehaaniline .;0;41;Tartu Ülikooli kõrva- ja kurgukliinikusse;bound;no;bound;sattudes vaatavad kliiniku juhataja või tema kolleegid järele sellegi , kas patsiendil tekkinud põletiku põhjus pole mehaaniline .;94.4;100.0;94.4
3886;Train/aja_ee199920_osa_2_ud211.conllu;Uurimise käigus on ilmnenud , et Holm võib olla segatud ka mitmetesse varasematesse kuritegudesse .;56;97;ka mitmetesse varasematesse kuritegudesse;bound;no;bound;Uurimise käigus on ilmnenud , et Holm võib olla segatud .;100.0;100.0;100.0
3887;Train/aja_pm20001004_osa_1_ud211.conllu;Tartu majaomanikud ei pääse ka sel sügisel lehtede riisumisest nende krundiga piirnevalt linna maalt , samuti talvel lume rookimisest linna kõnniteedelt , sest volikogu ei täitnud õiguskantsleri nõuet muuta heakorraeeskirja .;63;77;nende krundiga;bound;no;bound;Tartu majaomanikud ei pääse ka sel sügisel lehtede riisumisest piirnevalt linna maalt , samuti talvel lume rookimisest linna kõnniteedelt , sest volikogu ei täitnud õiguskantsleri nõuet muuta heakorraeeskirja .;72.4;75.9;82.8
3888;Train/aja_luup200106_osa_3_ud211.conllu;Väga hinnaline on ka rakenduslik kõrgharidus , pealegi võib selleltki tasemelt jätkata magistrantuuris ja doktorantuuris .;87;120;magistrantuuris ja doktorantuuris;bound;no;bound;Väga hinnaline on ka rakenduslik kõrgharidus , pealegi võib selleltki tasemelt jätkata .;92.3;92.3;100.0
3889;Train/aja_horisont2000_osa_5_ud211.conllu;Samast aastast pärineval baltisaksa kartograaf Ludwig August Mellini koostatud “ Liivimaa atlase ” kaardi fragmendil tababki silm üksnes kaht väikest ristkülikut - üht saare rannal , teist üle lahe - Paldiski sadama lähistel .;0;14;Samast aastast;bound;no;bound;pärineval baltisaksa kartograaf Ludwig August Mellini koostatud “ Liivimaa atlase ” kaardi fragmendil tababki silm üksnes kaht väikest ristkülikut - üht saare rannal , teist üle lahe - Paldiski sadama lähistel .;81.2;90.6;87.5
3890;Train/aja_pm20001004_osa_3_ud211.conllu;Täiseduga jätkav tiitlikaitsja Tartu Ülikool/Delta sai kindlalt 105 : 74 jagu BC Hotronic'ust .;78;93;BC Hotronic'ust;free;no;bound;Täiseduga jätkav tiitlikaitsja Tartu Ülikool/Delta sai kindlalt 105 : 74 jagu .;33.3;41.7;41.7
3891;Train/aja_ee199920_osa_2_ud211.conllu;Käibe kasvades võtab Nestlé üle sobiva turustusfirma või asutab iseseisva ettevõtte .;0;5;Käibe;bound;no;bound;kasvades võtab Nestlé üle sobiva turustusfirma või asutab iseseisva ettevõtte .;90.9;90.9;90.9
3892;Train/aja_luup200202_osa_3_ud211.conllu;Sõltuvalt reformide tulemustest võis võitjate hulka arvata ka need uusettevõtjad , kel õnnestus oma firmaga turule tulla ja seal püsima jääda .;10;31;reformide tulemustest;bound;no;bound;Sõltuvalt võis võitjate hulka arvata ka need uusettevõtjad , kel õnnestus oma firmaga turule tulla ja seal püsima jääda .;95.0;95.0;100.0
3893;Train/aja_ee200110_osa_9_ud211.conllu;Põneva kuraatoriprojektiga on lubanud selle aasta kevade lõpul esineda Ants Juske .;0;26;Põneva kuraatoriprojektiga;unnatural;no;bound;on lubanud selle aasta kevade lõpul esineda Ants Juske .;100.0;100.0;100.0
3894;Train/aja_pm20001004_osa_3_ud211.conllu;Kivi sõnul on vähetõenäoline , et erastamise hinda võiks mõjutada segadused ettevõttele kuuluva maaga , mis ei ole siiani katastrisse kantud .;76;87;ettevõttele;bound;no;bound;Kivi sõnul on vähetõenäoline , et erastamise hinda võiks mõjutada segadused kuuluva maaga , mis ei ole siiani katastrisse kantud .;95.2;95.2;95.2
3895;Train/aja_ee200110_osa_11_ud211.conllu;Filmimuusika loomine on mitmes mõttes erinev kontserdisaalis ette kantava teose kirjutamisest , sisaldades nii kitsendusi kui ka ahvatlevaid võimalusi .;45;93;kontserdisaalis ette kantava teose kirjutamisest;bound;no;bound;Filmimuusika loomine on mitmes mõttes erinev , sisaldades nii kitsendusi kui ka ahvatlevaid võimalusi .;100.0;100.0;100.0
3896;Train/arborest_ud211.conllu;Carmen sõidab lavale mootorratta sadulas .;21;40;mootorratta sadulas;free;no;bound;Carmen sõidab lavale .;100.0;100.0;100.0
3897;Train/tea_geofyysika.conllu;Pärast Antarktika osooniaugu avastamist korraldatakse aparatuuriga varustatud lennukitega regulaarseid kevadisi ekspeditsioone nii Antarktika kui Arktika stratosfääri füüsika ja keemia uurimiseks .;167;195;füüsika ja keemia uurimiseks;free;no;bound;Pärast Antarktika osooniaugu avastamist korraldatakse aparatuuriga varustatud lennukitega regulaarseid kevadisi ekspeditsioone nii Antarktika kui Arktika stratosfääri .;94.1;100.0;94.1
3898;Train/aja_luup200202_osa_1_ud211.conllu;Suurele kolmikule järgneb Jaapan .;0;17;Suurele kolmikule;free;no;bound;järgneb Jaapan .;100.0;100.0;100.0
3899;Train/aja_luup200202_osa_2_ud211.conllu;Nazarbajev ei tunne puudust ka suurejoonelistest visioonidest : pealinna üleviimine Almatõst stepilinna Astanasse või riiklik arengustrateegia “ Kasahstan 2030 ” , mis peab lähikümnenditega riigi viima arenenud maade sekka ja millest annavad tunnistust linnadesse üles seatud hiigelplakatid , on vaid mõned näited .;28;61;ka suurejoonelistest visioonidest;bound;no;bound;Nazarbajev ei tunne puudust : pealinna üleviimine Almatõst stepilinna Astanasse või riiklik arengustrateegia “ Kasahstan 2030 ” , mis peab lähikümnenditega riigi viima arenenud maade sekka ja millest annavad tunnistust linnadesse üles seatud hiigelplakatid , on vaid mõned näited .;97.5;97.5;100.0
3900;Train/aja_luup200202_osa_3_ud211.conllu;Erastamise lõppedes selgus , et insaiderite kätte oli libisenud keskmiselt 66 protsenti ettevõtte aktsiatest ...;0;10;Erastamise;bound;no;bound;lõppedes selgus , et insaiderite kätte oli libisenud keskmiselt 66 protsenti ettevõtte aktsiatest ...;92.9;92.9;100.0
3901;Train/ilu_valton_ud211.conllu;Isegi siga söödeti enne ära , sest see ruigas nii nõudliku häälega , et inimene ei julenud teda ilma jätta .;46;66;nii nõudliku häälega;bound;no;bound;Isegi siga söödeti enne ära , sest see ruigas , et inimene ei julenud teda ilma jätta .;88.9;94.4;94.4
3902;Train/tea_toohoive.conllu;1997.-2000. aasta andmeid ühendava valimi puhul seati mudel ühtsele kujule kõigi vaadeldavate aastate lõikes , nii et ühtsest kujust eemaldati muutujad , mis ühegi aasta andmete baasil koostatud mudeli puhul ei osutunud statistiliselt oluliseks nivool 0,15 .;158;184;ühegi aasta andmete baasil;free;no;bound;1997.-2000. aasta andmeid ühendava valimi puhul seati mudel ühtsele kujule kõigi vaadeldavate aastate lõikes , nii et ühtsest kujust eemaldati muutujad , mis koostatud mudeli puhul ei osutunud statistiliselt oluliseks nivool 0,15 .;0.0;15.2;3.0
3903;Train/aja_luup200106_osa_5_ud211.conllu;Eesmärk oli jätta rootslased ilma transiitkaubanduse vahendamiselt laekuvatest tuludest .;34;87;transiitkaubanduse vahendamiselt laekuvatest tuludest;free;no;bound;Eesmärk oli jätta rootslased ilma .;33.3;33.3;50.0
3904;Dev/aja_luup200009_ud211.conllu;Kui Eestis võis aktsiahullust põhjendada oskamatuse ning kapitalismi tõdede õppimisega , siis USAs toimuv meenutab kerkivate panustega pokkerit .;94;98;USAs;bound;no;bound;Kui Eestis võis aktsiahullust põhjendada oskamatuse ning kapitalismi tõdede õppimisega , siis toimuv meenutab kerkivate panustega pokkerit .;77.8;77.8;83.3
3905;Dev/ilu_ruben_ud211.conllu;Terve teie osakond ei ilmu tundide kaupa kohale !;27;40;tundide kaupa;free;no;bound;Terve teie osakond ei ilmu kohale !;85.7;100.0;85.7
3906;Train/aja_ee200110_osa_7_ud211.conllu;Nii kirjutas naistest Juhan Liivi põlvkonnakaaslane , keda apolloonilist kultuuritüüpi esindavad , aina kunsti lumiste kõrguste poole püüdlevad nooreestlased tüütuks külarealistiks tembeldasid .;104;133;kunsti lumiste kõrguste poole;bound;no;bound;Nii kirjutas naistest Juhan Liivi põlvkonnakaaslane , keda apolloonilist kultuuritüüpi esindavad , aina püüdlevad nooreestlased tüütuks külarealistiks tembeldasid .;73.7;73.7;89.5
3907;Dev/aja_luup200009_ud211.conllu;Internetis tarbijate õiguste eest võitlev mittetulundusühing EFF ( Electronic Frontier Foundation ) on asunud ka DVD tulevaste kasutajate õiguste kaitsele .;11;33;tarbijate õiguste eest;bound;no;bound;Internetis võitlev mittetulundusühing EFF ( Electronic Frontier Foundation ) on asunud ka DVD tulevaste kasutajate õiguste kaitsele .;94.4;94.4;100.0
3908;Dev/ilu_ruben_ud211.conllu;"Aga Urmo jõudis ikka enne vahele öelda : "" Ma ütlesin juba : kui töötaja teenistus on kestnud alla viie aasta , on tööandjal kohustus vähemalt kaks kuud ette teatada .";134;152;vähemalt kaks kuud;bound;no;bound;"Aga Urmo jõudis ikka enne vahele öelda : "" Ma ütlesin juba : kui töötaja teenistus on kestnud alla viie aasta , on tööandjal kohustus ette teatada .";85.7;92.9;92.9
3909;Train/aja_ee199920_osa_1_ud211.conllu;"Tänase Tempo kaanelugu "" Üleinvesteeritud Munamägi "" põhjustas paar nädalat valusaid üleelamisi noorele ajakirjanikule Gea Velthut-Sokkale .";96;138;noorele ajakirjanikule Gea Velthut-Sokkale;free;no;bound;"Tänase Tempo kaanelugu "" Üleinvesteeritud Munamägi "" põhjustas paar nädalat valusaid üleelamisi .";100.0;100.0;100.0
3910;Train/tea_AA_05_6_ud211.conllu;Seejuures on oluline , et operandi mittevaldav protsessorüksus ise ei pöördu teiste protsessorite poole , vaid jääb passiivselt ootama , kuni temani jõuab globaalsiinilt leviedastav operand .;77;103;teiste protsessorite poole;bound;no;bound;Seejuures on oluline , et operandi mittevaldav protsessorüksus ise ei pöördu , vaid jääb passiivselt ootama , kuni temani jõuab globaalsiinilt leviedastav operand .;91.7;91.7;95.8
3911;Train/tea_toohoive.conllu;"Töö ajaline paindlikkus väljendub tööturu parameetrites nagu : · täis- ja osaajaga töö ; osaajaga töötamise põhjused · kõrvaltöö · tööaeg ; rohkem ja vähem töötamine ja nende põhjused · alaline ja ajutine töö · vaheajad töötamises · jt";34;235;"tööturu parameetrites nagu : · täis- ja osaajaga töö ; osaajaga töötamise põhjused · kõrvaltöö · tööaeg ; rohkem ja vähem töötamine ja nende põhjused · alaline ja ajutine töö · vaheajad töötamises · jt";bound;no;bound;Töö ajaline paindlikkus väljendub ;100.0;100.0;100.0
3912;Dev/ilu_orlau_ud211.conllu;""" Tule , Kristin , lähme sõidame ! "" haaras Juudas tüdrukul käest .";60;65;käest;bound;no;bound;""" Tule , Kristin , lähme sõidame ! "" haaras Juudas tüdrukul .";76.9;76.9;84.6
3913;Train/tea_geofyysika.conllu;Selles kunstis ei saanud nähtavasti keegi Aristotelese ( 384-322 e. Kr. ) vastu , kes oskas erakordse osavusega ükskõik millise oponendi väited maatasa teha , et seejärel omad kui ainuõiged esile tuua .;42;200;Aristotelese ( 384-322 e. Kr. ) vastu , kes oskas erakordse osavusega ükskõik millise oponendi väited maatasa teha , et seejärel omad kui ainuõiged esile tuua;bound;no;bound;Selles kunstis ei saanud nähtavasti keegi .;100.0;100.0;100.0
3914;Train/arborest_ud211.conllu;Järgmise kannutäie valas Gabriel mulle kaela .;39;44;kaela;bound;no;bound;Järgmise kannutäie valas Gabriel mulle .;100.0;100.0;100.0
3915;Dev/ilu_orlau_ud211.conllu;Olin läbinud palju vähem , kui hommikul oletasin , aga olin ikkagi surmani väsinud ja näljane .;31;39;hommikul;free;no;bound;Olin läbinud palju vähem , kui oletasin , aga olin ikkagi surmani väsinud ja näljane .;81.2;87.5;93.8
3916;Train/aja_sloleht20071217_ud211.conllu;Kuid igasugune sõjalise jõu kasutamine ei saa olla vaid suletud uste taga otsustatav valitsuse eraasi .;51;73;vaid suletud uste taga;bound;no;bound;Kuid igasugune sõjalise jõu kasutamine ei saa olla otsustatav valitsuse eraasi .;100.0;100.0;100.0
3917;Dev/aja_luup200009_ud211.conllu;Kuna teda juhivad mitu erinevat süsteemi ( k.a GPS ) , siis on Tomahawk võimeline u 600-kilomeetrise rännaku järel sisse lendama heinaküüni pärani lahti uksest , iseasi kas nii puhtal sisenemisel siis enam mingit mõtet on ...;129;159;heinaküüni pärani lahti uksest;bound;no;bound;Kuna teda juhivad mitu erinevat süsteemi ( k.a GPS ) , siis on Tomahawk võimeline u 600-kilomeetrise rännaku järel sisse lendama , iseasi kas nii puhtal sisenemisel siis enam mingit mõtet on ...;84.8;90.9;90.9
3918;Train/aja_ml200247_osa_1_ud211.conllu;Üldiselt käib töö inglise keeles , sest selles orkestris mängib muusikuid üle kogu maailma .;18;32;inglise keeles;bound;no;bound;Üldiselt käib töö , sest selles orkestris mängib muusikuid üle kogu maailma .;92.3;100.0;92.3
3919;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Hüvitisi on iseloomustatud mitmetes Euroopa kohtulugudes kui ka määrusetõlgendamiseks vastu võetud otsustes .;27;107;mitmetes Euroopa kohtulugudes kui ka määrusetõlgendamiseks vastu võetud otsustes;bound;no;bound;Hüvitisi on iseloomustatud .;100.0;100.0;100.0
3920;Train/aja_pm20001004_osa_3_ud211.conllu;Pankrotimenetluses Valga Külmutusvagunite Depoo teenib suurema lepingumahu põhjal tehtud arvutuste kohaselt ühe vaguni müümisega Venemaa raudteekompaniile Resbalt 30 090 krooni , teise , Eesti Raudtee käsutuses oleva koopia andmetel aga vaid 9989 krooni .;55;107;suurema lepingumahu põhjal tehtud arvutuste kohaselt;free;no;bound;Pankrotimenetluses Valga Külmutusvagunite Depoo teenib ühe vaguni müümisega Venemaa raudteekompaniile Resbalt 30 090 krooni , teise , Eesti Raudtee käsutuses oleva koopia andmetel aga vaid 9989 krooni .;;;
3921;Train/arborest_ud211.conllu;Peeter kiskus naela laua seest .;20;30;laua seest;free;no;bound;Peeter kiskus naela .;100.0;100.0;100.0
3922;Train/ilu_kanep_ud211.conllu;Pakkusin Osiliusele välja , et alguses magan mina voodis ja tema autos , pärast aga vastupidi .;50;56;voodis;bound;no;bound;Pakkusin Osiliusele välja , et alguses magan mina ja tema autos , pärast aga vastupidi .;75.0;81.2;81.2
3923;Train/aja_pm20001004_osa_4_ud211.conllu;See peaks Venemaale sisse tooma 1,3 -1,5 miljardit dollarit .;32;59;1,3 -1,5 miljardit dollarit;bound;no;bound;See peaks Venemaale sisse tooma .;100.0;100.0;100.0
3924;Train/tea_geofyysika.conllu;Tema arusaama järgi tiirlesid Merkuur ja Veenus ümber Päikese ja Päike koos nendega juba ümber Maa .;0;19;Tema arusaama järgi;bound;no;bound;tiirlesid Merkuur ja Veenus ümber Päikese ja Päike koos nendega juba ümber Maa .;100.0;100.0;100.0
3925;Train/ilu_kivirahk_ud211.conllu;"Käigu persse oma tõega ! """;6;12;persse;bound;no;bound;"Käigu oma tõega ! """;100.0;100.0;100.0
3926;Train/aja_horisont2000_osa_1_ud211.conllu;Filipiinidele oli pretendeerinud ka Saksamaa , kellel tuli leppida sellega , et sõjas lüüa saanud Hispaania müüs talle Karoliini ja Mariaani saared ning Inglismaaga kokku leppides veel kaks saart Samoa saarestikust .;0;13;Filipiinidele;bound;no;bound;oli pretendeerinud ka Saksamaa , kellel tuli leppida sellega , et sõjas lüüa saanud Hispaania müüs talle Karoliini ja Mariaani saared ning Inglismaaga kokku leppides veel kaks saart Samoa saarestikust .;93.5;93.5;100.0
3927;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Kui soovime , et meid seal võrdselt koheldaks , peame ka ise sealsele tasemele jõudma ja mitte ainult majanduslikus plaanis , niisama oluline on väärtustada haridust , teadmisi ja inimlikku ning mõistvat suhtumist üksteisesse .;61;78;sealsele tasemele;bound;no;bound;Kui soovime , et meid seal võrdselt koheldaks , peame ka ise jõudma ja mitte ainult majanduslikus plaanis , niisama oluline on väärtustada haridust , teadmisi ja inimlikku ning mõistvat suhtumist üksteisesse .;100.0;100.0;100.0
3928;Train/tea_toohoive.conllu;USA on ära hoidnud töökohtade kaotamise , hüvitades kõrge produktiivsuse kasvu , mis ulatus 40 %-ni perioodil 1982-1993. a. kõrge tootmise ( nõudluse ) kasvuga , mis ulatus 37 %-ni .;124;180;kõrge tootmise ( nõudluse ) kasvuga , mis ulatus 37 %-ni;free;no;bound;USA on ära hoidnud töökohtade kaotamise , hüvitades kõrge produktiivsuse kasvu , mis ulatus 40 %-ni perioodil 1982-1993. a. .;65.0;65.0;75.0
3929;Train/tea_AA_05_6_ud211.conllu;Seejuures on oluline , et operandi mittevaldav protsessorüksus ise ei pöördu teiste protsessorite poole , vaid jääb passiivselt ootama , kuni temani jõuab globaalsiinilt leviedastav operand .;142;148;temani;bound;no;bound;Seejuures on oluline , et operandi mittevaldav protsessorüksus ise ei pöördu teiste protsessorite poole , vaid jääb passiivselt ootama , kuni jõuab globaalsiinilt leviedastav operand .;92.3;92.3;96.2
3930;Train/aja_ml200247_osa_1_ud211.conllu;Metsajälg oli kaheksa tunni vanune ja viis kilomeetrit pikk , kuid Donna ei eksinud jäljelt , ehkki oli juba kottpime ja mets täis jahihirmus loomi , kes olid kusagilt kindlasti üle jälje tormanud .;131;196;jahihirmus loomi , kes olid kusagilt kindlasti üle jälje tormanud;bound;no;bound;Metsajälg oli kaheksa tunni vanune ja viis kilomeetrit pikk , kuid Donna ei eksinud jäljelt , ehkki oli juba kottpime ja mets täis .;87.5;87.5;91.7
3931;Train/arborest_ud211.conllu;Tarvik tormas minu kõrvale .;14;26;minu kõrvale;free;no;bound;Tarvik tormas .;100.0;100.0;100.0
3932;Train/aja_luup200202_osa_1_ud211.conllu;Selleks , et asja parandada - tõsta valimisaktiivsust - , tuleb ennekõike erakondadel oma tegevus niimoodi ümber mõtestada , et iga inimene võiks kaaluda oma kuulumist mingisse erakonda .;74;85;erakondadel;bound;no;bound;Selleks , et asja parandada - tõsta valimisaktiivsust - , tuleb ennekõike oma tegevus niimoodi ümber mõtestada , et iga inimene võiks kaaluda oma kuulumist mingisse erakonda .;92.9;92.9;100.0
3933;Train/aja_pm19980926e_ud211.conllu;Erinevalt aeroobikaklubide beibeklutuuri esindajaist leiab Jansu , et tantsimas on eeskätt mõtet käia just neil , kel soov tselluliidiga hüvasti jätta .;123;136;tselluliidiga;bound;no;bound;Erinevalt aeroobikaklubide beibeklutuuri esindajaist leiab Jansu , et tantsimas on eeskätt mõtet käia just neil , kel soov hüvasti jätta .;90.5;95.2;95.2
3934;Dev/ilu_ruben_ud211.conllu;"Aga Urmo jõudis ikka enne vahele öelda : "" Ma ütlesin juba : kui töötaja teenistus on kestnud alla viie aasta , on tööandjal kohustus vähemalt kaks kuud ette teatada .";94;109;alla viie aasta;bound;no;bound;"Aga Urmo jõudis ikka enne vahele öelda : "" Ma ütlesin juba : kui töötaja teenistus on kestnud , on tööandjal kohustus vähemalt kaks kuud ette teatada .";89.3;96.4;92.9
